Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2019-04-06,18:00:00,83.86929,V ugm-3,1.16207,V ugm-3,14.8974,V ugm-3,16.67921,V ugm-3,0.95048,V ugm-3,0.053216,V mgm-3,11.1,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),49.9,N deg,6.6,N ms-1,7.1,N degC,114.01449,V ugm-3,88.56126,V ugm-3,263.38104,V ugm-3,16.425,V ugm-3 (Ref.eq),53.3,N deg,8.5,N ms-1,8.7,N degC
2019-04-06,19:00:00,86.21424,V ugm-3,0.51268,V ugm-3,11.49022,V ugm-3,12.27631,V ugm-3,0.71286,V ugm-3,0.06504,V mgm-3,11.2,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),46.4,N deg,5.9,N ms-1,6.5,N degC,24.63761,V ugm-3,54.35498,V ugm-3,92.13212,V ugm-3,20.29,V ugm-3 (Ref.eq),47.6,N deg,7.7,N ms-1,8.4,N degC
2019-04-06,20:00:00,84.01897,V ugm-3,0.41014,V ugm-3,10.87046,V ugm-3,11.49933,V ugm-3,0.71286,V ugm-3,0.070953,V mgm-3,9.2,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),0.6,V ugm-3 (TEOM FDMS),47.9,N deg,6.3,N ms-1,6.9,N degC,17.954,V ugm-3,46.77101,V ugm-3,74.3001,V ugm-3,12.561,V ugm-3 (Ref.eq),49.4,N deg,7.9,N ms-1,8.4,N degC
2019-04-06,21:00:00,70.19875,V ugm-3,0.64939,V ugm-3,18.73962,V ugm-3,19.73534,V ugm-3,0.87127,V ugm-3,0.079822,V mgm-3,13,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),9.7,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),51.5,N deg,7.1,N ms-1,6.4,N degC,10.97553,V ugm-3,43.07234,V ugm-3,59.90125,V ugm-3,12.561,V ugm-3 (Ref.eq),54.1,N deg,8.9,N ms-1,8.2,N degC
2019-04-06,22:00:00,66.85595,V ugm-3,0.61521,V ugm-3,20.24239,V ugm-3,21.1857,V ugm-3,1.1881,V ugm-3,0.073909,V mgm-3,12.2,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS),0.8,V ugm-3 (TEOM FDMS),56.1,N deg,7.3,N ms-1,5.9,N degC,13.49827,V ugm-3,47.76152,V ugm-3,68.45857,V ugm-3,9.662,V ugm-3 (Ref.eq),57.8,N deg,9.2,N ms-1,7.6,N degC
2019-04-06,23:00:00,69.69982,V ugm-3,0.61521,V ugm-3,15.5287,V ugm-3,16.47201,V ugm-3,1.1881,V ugm-3,0.067997,V mgm-3,10.9,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),62.3,N deg,8,N ms-1,5.7,N degC,6.48703,V ugm-3,31.7639,V ugm-3,41.71054,V ugm-3,10.628,V ugm-3 (Ref.eq),62.5,N deg,9.1,N ms-1,6.7,N degC
2019-04-06,24:00:00,65.30928,V ugm-3,0.37596,V ugm-3,15.53296,V ugm-3,16.10942,V ugm-3,0.79207,V ugm-3,0.073909,V mgm-3,12.4,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),67,N deg,7.8,N ms-1,5.5,N degC,6.97847,V ugm-3,34.13609,V ugm-3,44.83627,V ugm-3,10.628,V ugm-3 (Ref.eq),66.2,N deg,8.9,N ms-1,6.5,N degC
2019-04-07,01:00:00,61.20147,V ugm-3,0.27397,V ugm-3,16.32289,V ugm-3,16.74298,V ugm-3,1.05692,V ugm-3,0.063029,V mgm-3,12.7,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),60.5,N deg,6,N ms-1,5.5,N degC,8.88265,V ugm-3,42.96703,V ugm-3,56.5869,V ugm-3,16.425,V ugm-3 (Ref.eq),62.2,N deg,7.7,N ms-1,7.5,N degC
2019-04-07,02:00:00,65.45896,V ugm-3,0.86758,V ugm-3,20.87839,V ugm-3,22.20866,V ugm-3,0.95122,V ugm-3,0.062045,V mgm-3,13.4,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),56.8,N deg,6.6,N ms-1,5.2,N degC,3.98188,V ugm-3,19.89578,V ugm-3,26.00124,V ugm-3,14.493,V ugm-3 (Ref.eq),56.3,N deg,8.1,N ms-1,7,N degC
2019-04-07,03:00:00,66.70627,V ugm-3,0.47945,V ugm-3,19.76116,V ugm-3,20.49631,V ugm-3,1.10976,V ugm-3,0.050226,V mgm-3,11,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),59.6,N deg,7.1,N ms-1,4.8,N degC,3.64276,V ugm-3,16.0708,V ugm-3,21.65629,V ugm-3,11.594,V ugm-3 (Ref.eq),58.1,N deg,8.8,N ms-1,6.6,N degC
2019-04-07,04:00:00,72.34413,V ugm-3,0.5137,V ugm-3,11.87335,V ugm-3,12.66101,V ugm-3,0.95122,V ugm-3,0.05909,V mgm-3,12.4,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),62.4,N deg,7.3,N ms-1,4.9,N degC,2.49414,V ugm-3,12.28962,V ugm-3,16.11392,V ugm-3,16.425,V ugm-3 (Ref.eq),58.5,N deg,8.4,N ms-1,5.9,N degC
2019-04-07,05:00:00,73.64133,V ugm-3,0.37671,V ugm-3,8.86625,V ugm-3,9.44387,V ugm-3,0.79269,V ugm-3,0.047272,V mgm-3,13.3,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS),62,N deg,7.3,N ms-1,4.6,N degC,1.41116,V ugm-3,12.35931,V ugm-3,14.52306,V ugm-3,16.425,V ugm-3 (Ref.eq),59.6,N deg,8.2,N ms-1,5.7,N degC
2019-04-07,06:00:00,69.55015,V ugm-3,0.54794,V ugm-3,7.72158,V ugm-3,8.56175,V ugm-3,0.71342,V ugm-3,0.070908,V mgm-3,15,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS),55.4,N deg,7.5,N ms-1,4.3,N degC,2.42851,V ugm-3,13.36531,V ugm-3,17.08897,V ugm-3,17.392,V ugm-3 (Ref.eq),51.4,N deg,8.8,N ms-1,5.6,N degC
2019-04-07,07:00:00,65.70842,V ugm-3,0.89041,V ugm-3,9.06449,V ugm-3,10.42977,V ugm-3,0.87195,V ugm-3,0.067953,V mgm-3,24.4,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),60.8,N deg,6.9,N ms-1,4.5,N degC,3.9053,V ugm-3,12.94838,V ugm-3,18.93643,V ugm-3,19.324,V ugm-3 (Ref.eq),58.8,N deg,8.2,N ms-1,5.5,N degC
2019-04-07,08:00:00,61.91659,V ugm-3,0.85616,V ugm-3,10.72557,V ugm-3,12.03834,V ugm-3,0.87195,V ugm-3,0.088635,V mgm-3,22,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS),57.5,N deg,7.2,N ms-1,4.5,N degC,5.90718,V ugm-3,22.40052,V ugm-3,31.45807,V ugm-3,25.121,V ugm-3 (Ref.eq),53.8,N deg,8.5,N ms-1,5.5,N degC
2019-04-07,09:00:00,61.66713,V ugm-3,1.26712,V ugm-3,10.3549,V ugm-3,12.29778,V ugm-3,0.71342,V ugm-3,0.08568,V mgm-3,26.4,V ugm-3 (TEOM FDMS),18.6,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),19.4,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),56.9,N deg,7.1,N ms-1,4.7,N degC,9.58276,V ugm-3,23.89795,V ugm-3,38.59131,V ugm-3,26.087,V ugm-3 (Ref.eq),52.8,N deg,8.2,N ms-1,5.6,N degC
2019-04-07,10:00:00,58.62369,V ugm-3,2.02054,V ugm-3,10.75634,V ugm-3,13.85447,V ugm-3,0.95122,V ugm-3,0.127043,V mgm-3,28.1,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),23.7,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS),60.9,N deg,7.2,N ms-1,5.4,N degC,14.37414,V ugm-3,28.04655,V ugm-3,50.08659,V ugm-3,29.952,V ugm-3 (Ref.eq),55.8,N deg,8.2,N ms-1,6.1,N degC
2019-04-07,11:00:00,58.47401,V ugm-3,2.26027,V ugm-3,10.07743,V ugm-3,13.54313,V ugm-3,1.03049,V ugm-3,0.115226,V mgm-3,36.8,V ugm-3 (TEOM FDMS),28.2,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS),29.1,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS),62.1,N deg,7.2,N ms-1,6,N degC,19.06707,V ugm-3,26.34188,V ugm-3,55.57764,V ugm-3,38.648,V ugm-3 (Ref.eq),56.9,N deg,8.3,N ms-1,6.5,N degC
2019-04-07,12:00:00,61.26799,V ugm-3,2.05479,V ugm-3,8.62826,V ugm-3,11.77889,V ugm-3,1.34757,V ugm-3,0.11818,V mgm-3,41.6,V ugm-3 (TEOM FDMS),29.5,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),32.1,V ugm-3 (TEOM FDMS),21.4,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS),64.1,N deg,7.2,N ms-1,6.5,N degC,18.41071,V ugm-3,28.47728,V ugm-3,56.70664,V ugm-3,37.682,V ugm-3 (Ref.eq),59,N deg,8.1,N ms-1,6.8,N degC
2019-04-07,13:00:00,66.5067,V ugm-3,1.64383,V ugm-3,7.64981,V ugm-3,10.17032,V ugm-3,1.2683,V ugm-3,0.127043,V mgm-3,38.5,V ugm-3 (TEOM FDMS),28.1,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS),35.9,V ugm-3 (TEOM FDMS),24.3,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS),64,N deg,7.2,N ms-1,6.9,N degC,19.52652,V ugm-3,32.1035,V ugm-3,62.04374,V ugm-3,42.513,V ugm-3 (Ref.eq),60.3,N deg,8,N ms-1,7.2,N degC
2019-04-07,14:00:00,70.04907,V ugm-3,1.4726,V ugm-3,7.86048,V ugm-3,10.11843,V ugm-3,1.03049,V ugm-3,0.129998,V mgm-3,40,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),25.1,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS),65,N deg,6.9,N ms-1,7.3,N degC,20.77359,V ugm-3,32.75726,V ugm-3,64.60965,V ugm-3,45.411,V ugm-3 (Ref.eq),61.8,N deg,7.6,N ms-1,7.7,N degC
2019-04-07,15:00:00,71.64563,V ugm-3,1.19863,V ugm-3,8.74757,V ugm-3,10.58544,V ugm-3,0.87195,V ugm-3,0.132952,V mgm-3,47.1,V ugm-3 (TEOM FDMS),34.7,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS),40.7,V ugm-3 (TEOM FDMS),28.7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),66.8,N deg,6.5,N ms-1,7.5,N degC,22.8411,V ugm-3,32.20435,V ugm-3,67.22688,V ugm-3,56.04,V ugm-3 (Ref.eq),62.5,N deg,7.3,N ms-1,8,N degC
2019-04-07,16:00:00,74.4895,V ugm-3,1.33561,V ugm-3,8.84886,V ugm-3,10.89677,V ugm-3,1.18903,V ugm-3,0.194997,V mgm-3,52.8,V ugm-3 (TEOM FDMS),39.6,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),32.4,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS),65.9,N deg,6,N ms-1,7.8,N degC,18.83734,V ugm-3,37.83017,V ugm-3,66.7137,V ugm-3,58.938,V ugm-3 (Ref.eq),59.3,N deg,6.6,N ms-1,8.6,N degC
2019-04-07,17:00:00,71.8452,V ugm-3,1.0274,V ugm-3,9.5809,V ugm-3,11.15622,V ugm-3,1.42683,V ugm-3,0.165451,V mgm-3,59.3,V ugm-3 (TEOM FDMS),43.9,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS),53,V ugm-3 (TEOM FDMS),37.6,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS),68.6,N deg,5.4,N ms-1,8.2,N degC,18.3779,V ugm-3,34.83974,V ugm-3,63.01879,V ugm-3,59.904,V ugm-3 (Ref.eq),66.1,N deg,6.5,N ms-1,8.7,N degC
2019-04-07,18:00:00,60.66928,V ugm-3,1.36986,V ugm-3,12.01349,V ugm-3,14.11391,V ugm-3,1.18903,V ugm-3,0.180224,V mgm-3,58.9,V ugm-3 (TEOM FDMS),43.4,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),51.5,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),69.5,N deg,5.7,N ms-1,7.9,N degC,14.34132,V ugm-3,36.97492,V ugm-3,58.96465,V ugm-3,59.904,V ugm-3 (Ref.eq),64.2,N deg,6,N ms-1,8.4,N degC
2019-04-07,19:00:00,46.35013,V ugm-3,1.09589,V ugm-3,15.70261,V ugm-3,17.38294,V ugm-3,1.2683,V ugm-3,0.192042,V mgm-3,60.3,V ugm-3 (TEOM FDMS),45.2,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS),53.7,V ugm-3 (TEOM FDMS),37.4,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS),77.5,N deg,5.4,N ms-1,8,N degC,10.86265,V ugm-3,35.68876,V ugm-3,52.34459,V ugm-3,60.871,V ugm-3 (Ref.eq),70,N deg,5.7,N ms-1,8.7,N degC
2019-04-07,20:00:00,38.66669,V ugm-3,0.89041,V ugm-3,18.35269,V ugm-3,19.71797,V ugm-3,1.03049,V ugm-3,0.197951,V mgm-3,60.2,V ugm-3 (TEOM FDMS),44.7,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS),53.5,V ugm-3 (TEOM FDMS),38.7,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS),83.2,N deg,4.6,N ms-1,8.2,N degC,11.02674,V ugm-3,44.41786,V ugm-3,61.32528,V ugm-3,61.837,V ugm-3 (Ref.eq),75.5,N deg,5.2,N ms-1,9,N degC
2019-04-07,21:00:00,37.96819,V ugm-3,0.82192,V ugm-3,15.75947,V ugm-3,17.01972,V ugm-3,0.95122,V ugm-3,0.174315,V mgm-3,62.6,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS),52.2,V ugm-3 (TEOM FDMS),36.4,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS),89.4,N deg,4.6,N ms-1,8.3,N degC,11.28928,V ugm-3,35.90702,V ugm-3,53.217,V ugm-3,57.972,V ugm-3 (Ref.eq),80.3,N deg,5,N ms-1,9,N degC
2019-04-07,22:00:00,37.2697,V ugm-3,0.78767,V ugm-3,14.77419,V ugm-3,15.98193,V ugm-3,1.34757,V ugm-3,0.192042,V mgm-3,56,V ugm-3 (TEOM FDMS),40.4,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS),49.8,V ugm-3 (TEOM FDMS),33.6,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),102,N deg,4.1,N ms-1,8.4,N degC,11.45337,V ugm-3,40.9412,V ugm-3,58.50278,V ugm-3,61.837,V ugm-3 (Ref.eq),101.7,N deg,4.5,N ms-1,9,N degC
2019-04-07,23:00:00,31.68174,V ugm-3,0.92466,V ugm-3,16.79539,V ugm-3,18.21317,V ugm-3,1.2683,V ugm-3,0.183179,V mgm-3,56.6,V ugm-3 (TEOM FDMS),40.7,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS),49.8,V ugm-3 (TEOM FDMS),34.2,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS),116.2,N deg,3.9,N ms-1,8.3,N degC,11.38773,V ugm-3,40.73393,V ugm-3,58.19487,V ugm-3,58.938,V ugm-3 (Ref.eq),117.9,N deg,4.1,N ms-1,8.9,N degC
2019-04-07,24:00:00,32.48002,V ugm-3,0.99315,V ugm-3,14.77046,V ugm-3,16.29327,V ugm-3,1.18903,V ugm-3,0.168406,V mgm-3,55.2,V ugm-3 (TEOM FDMS),37.4,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS),50.7,V ugm-3 (TEOM FDMS),34.2,V ugm-3 (TEOM FDMS),16.5,V ugm-3 (TEOM FDMS),125.8,N deg,3.2,N ms-1,8,N degC,4.52884,V ugm-3,30.77478,V ugm-3,37.7189,V ugm-3,53.141,V ugm-3 (Ref.eq),124.8,N deg,3.4,N ms-1,8.6,N degC
2019-04-08,01:00:00,38.18439,V ugm-3,0.73204,V ugm-3,10.8676,V ugm-3,11.99005,V ugm-3,1.05774,V ugm-3,0.074799,V mgm-3,50.8,V ugm-3 (TEOM FDMS),34.4,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),30.6,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),71.8,N deg,2.9,N ms-1,6.4,N degC,2.14767,V ugm-3,28.57185,V ugm-3,31.86491,V ugm-3,49.276,V ugm-3 (Ref.eq),81.1,N deg,3.3,N ms-1,9,N degC
2019-04-08,02:00:00,38.25092,V ugm-3,0.68629,V ugm-3,16.06644,V ugm-3,17.11874,V ugm-3,1.48084,V ugm-3,0.056099,V mgm-3,50,V ugm-3 (TEOM FDMS),32.9,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS),44.9,V ugm-3 (TEOM FDMS),29.7,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),81,N deg,3,N ms-1,6.6,N degC,0.96426,V ugm-3,19.83328,V ugm-3,21.3118,V ugm-3,50.242,V ugm-3 (Ref.eq),86.4,N deg,3.7,N ms-1,9.2,N degC
2019-04-08,03:00:00,35.72303,V ugm-3,0.82355,V ugm-3,20.93269,V ugm-3,22.19545,V ugm-3,1.58661,V ugm-3,0.073815,V mgm-3,51.5,V ugm-3 (TEOM FDMS),36.3,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS),46.7,V ugm-3 (TEOM FDMS),31.9,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS),88.3,N deg,2.9,N ms-1,6.5,N degC,2.13672,V ugm-3,26.68704,V ugm-3,29.96329,V ugm-3,49.276,V ugm-3 (Ref.eq),92.5,N deg,3.8,N ms-1,9.1,N degC
2019-04-08,04:00:00,41.01164,V ugm-3,0.89218,V ugm-3,14.69383,V ugm-3,16.06181,V ugm-3,1.42795,V ugm-3,0.076767,V mgm-3,51.9,V ugm-3 (TEOM FDMS),35.8,V ugm-3 (TEOM FDMS),16.1,V ugm-3 (TEOM FDMS),47.9,V ugm-3 (TEOM FDMS),31.5,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS),95.7,N deg,2.9,N ms-1,7.3,N degC,4.37205,V ugm-3,22.54004,V ugm-3,29.24376,V ugm-3,54.107,V ugm-3 (Ref.eq),97.2,N deg,4.1,N ms-1,8.9,N degC
2019-04-08,05:00:00,36.5712,V ugm-3,0.96081,V ugm-3,14.8485,V ugm-3,16.32172,V ugm-3,1.42795,V ugm-3,0.064958,V mgm-3,51.8,V ugm-3 (TEOM FDMS),35.6,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),47.4,V ugm-3 (TEOM FDMS),31.5,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS),97.9,N deg,2.6,N ms-1,7.4,N degC,13.37913,V ugm-3,36.02013,V ugm-3,56.53451,V ugm-3,54.107,V ugm-3 (Ref.eq),98.1,N deg,3.4,N ms-1,8.6,N degC
2019-04-08,06:00:00,32.08088,V ugm-3,1.54416,V ugm-3,17.59264,V ugm-3,19.96031,V ugm-3,1.50728,V ugm-3,0.070863,V mgm-3,60.1,V ugm-3 (TEOM FDMS),43.2,V ugm-3 (TEOM FDMS),16.9,V ugm-3 (TEOM FDMS),52.6,V ugm-3 (TEOM FDMS),36.4,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),97.3,N deg,3,N ms-1,7.4,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,67.634,V ugm-3 (Ref.eq),99,N deg,3.5,N ms-1,8.3,N degC
2019-04-08,07:00:00,38.36733,V ugm-3,2.09319,V ugm-3,21.6889,V ugm-3,24.89841,V ugm-3,1.74527,V ugm-3,0.073815,V mgm-3,71,V ugm-3 (TEOM FDMS),55.3,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS),61.7,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS),97.3,N deg,3.3,N ms-1,7.2,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,74.397,V ugm-3 (Ref.eq),98.8,N deg,3.4,N ms-1,7.8,N degC
2019-04-08,08:00:00,27.44088,V ugm-3,5.00993,V ugm-3,32.03093,V ugm-3,39.71271,V ugm-3,2.22126,V ugm-3,0.124009,V mgm-3,54.4,V ugm-3 (TEOM FDMS),38.2,V ugm-3 (TEOM FDMS),16.2,V ugm-3 (TEOM FDMS),47.2,V ugm-3 (TEOM FDMS),32.6,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS),100.3,N deg,3.3,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,58.938,V ugm-3 (Ref.eq),104.3,N deg,3.2,N ms-1,7.7,N degC
2019-04-08,09:00:00,23.05034,V ugm-3,6.00505,V ugm-3,34.81943,V ugm-3,44.02705,V ugm-3,1.50728,V ugm-3,0.106294,V mgm-3,46.1,V ugm-3 (TEOM FDMS),32.7,V ugm-3 (TEOM FDMS),13.4,V ugm-3 (TEOM FDMS),41.6,V ugm-3 (TEOM FDMS),28.6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),106.5,N deg,3.1,N ms-1,7,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,51.209,V ugm-3 (Ref.eq),106.9,N deg,2.9,N ms-1,7.4,N degC
2019-04-08,10:00:00,31.33249,V ugm-3,4.32364,V ugm-3,28.92482,V ugm-3,35.55431,V ugm-3,1.74527,V ugm-3,0.085626,V mgm-3,37,V ugm-3 (TEOM FDMS),24.9,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS),30.4,V ugm-3 (TEOM FDMS),19.8,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS),108.3,N deg,2.8,N ms-1,7.1,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,38.648,V ugm-3 (Ref.eq),101.8,N deg,2.5,N ms-1,7.4,N degC
2019-04-08,11:00:00,35.67314,V ugm-3,4.56384,V ugm-3,26.73722,V ugm-3,33.73501,V ugm-3,1.42795,V ugm-3,0.07972,V mgm-3,45.6,V ugm-3 (TEOM FDMS),33.7,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS),36.4,V ugm-3 (TEOM FDMS),26.9,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),101.6,N deg,2.8,N ms-1,7.3,N degC,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,45.411,V ugm-3 (Ref.eq),92.2,N deg,2.6,N ms-1,7.5,N degC
