Hourly measurement data supplied by UK-air on 12/04/2020
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Cardiff Centre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cardiff Newport Road",,,,,,,,,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2020-03-01,18:00:00,64.36132,P ugm-3,1.54198,P ugm-3,18.40255,P ugm-3,20.76688,P ugm-3,8.60535,P ugm-3,-0.068862,P mgm-3,9.9,N ugm-3 (TEOM FDMS),7.1,N ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),-0.8,P ugm-3 (TEOM FDMS),247.8,N deg,3.3,N ms-1,5.7,N degC,2.32247,P ugm-3,20.19504,P ugm-3,23.75612,P ugm-3,10.628,N ugm-3 (Ref.eq),244,N deg,4.4,N ms-1,6.5,N degC
2020-03-01,19:00:00,60.5196,P ugm-3,1.68541,P ugm-3,20.14484,P ugm-3,22.72911,P ugm-3,8.80093,P ugm-3,-0.044269,P mgm-3,9.4,N ugm-3 (TEOM FDMS),9.7,N ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS),3.9,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),235.9,N deg,3.1,N ms-1,5.7,N degC,4.88942,P ugm-3,43.34203,P ugm-3,50.83903,P ugm-3,23.189,N ugm-3 (Ref.eq),226.3,N deg,4.4,N ms-1,6.4,N degC
2020-03-01,20:00:00,55.72992,P ugm-3,1.18338,P ugm-3,22.00475,P ugm-3,23.81923,P ugm-3,8.54016,P ugm-3,-0.03935,P mgm-3,8.9,N ugm-3 (TEOM FDMS),7.4,N ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS),234.7,N deg,1.2,N ms-1,5.4,N degC,12.95695,P ugm-3,47.46538,P ugm-3,67.33243,P ugm-3,15.459,N ugm-3 (Ref.eq),222.9,N deg,2.7,N ms-1,6.4,N degC
2020-03-01,21:00:00,42.50841,P ugm-3,2.79707,P ugm-3,35.39177,P ugm-3,39.68055,P ugm-3,8.67054,P ugm-3,-0.024594,P mgm-3,7,N ugm-3 (TEOM FDMS),4.5,N ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),4.3,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),147.5,N deg,2.4,N ms-1,5.4,N degC,34.80653,P ugm-3,69.86267,P ugm-3,123.23194,P ugm-3,12.561,N ugm-3 (Ref.eq),165.1,N deg,3.3,N ms-1,6,N degC
2020-03-01,22:00:00,22.25206,P ugm-3,9.28771,P ugm-3,55.091,P ugm-3,69.33195,P ugm-3,8.73574,P ugm-3,0.132806,P mgm-3,12.3,N ugm-3 (TEOM FDMS),10.5,N ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),5.2,N ugm-3 (TEOM FDMS),4.5,N ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),159.2,N deg,2.9,N ms-1,5.2,N degC,49.10807,P ugm-3,81.52988,P ugm-3,156.82787,P ugm-3,17.392,N ugm-3 (Ref.eq),164.8,N deg,4.1,N ms-1,5.6,N degC
2020-03-01,23:00:00,12.52302,P ugm-3,14.91771,P ugm-3,64.88156,P ugm-3,87.75506,P ugm-3,8.9965,P ugm-3,0.162319,P mgm-3,11.6,N ugm-3 (TEOM FDMS),10.8,N ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),7.3,N ugm-3 (TEOM FDMS),6.4,N ugm-3 (TEOM FDMS),0.9,P ugm-3 (TEOM FDMS),221.7,N deg,1.3,N ms-1,5,N degC,63.13458,P ugm-3,81.62359,P ugm-3,178.4286,P ugm-3,14.493,N ugm-3 (Ref.eq),201.4,N deg,3,N ms-1,5.5,N degC
2020-03-01,24:00:00,61.76692,P ugm-3,2.25917,P ugm-3,19.59213,P ugm-3,23.05614,P ugm-3,8.93131,P ugm-3,-0.073781,P mgm-3,4.8,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),4,P ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),333.8,N deg,2.2,N ms-1,5,N degC,2.5975,P ugm-3,19.58591,P ugm-3,23.56869,P ugm-3,7.73,N ugm-3 (Ref.eq),299.1,N deg,2.5,N ms-1,5.3,N degC
2020-03-02,01:00:00,64.26154,P ugm-3,1.4344,P ugm-3,15.38798,P ugm-3,17.58735,P ugm-3,8.60535,P ugm-3,-0.085258,P mgm-3,0.7,P ugm-3 (TEOM FDMS),-1.5,P ugm-3 (TEOM FDMS),2.2,P ugm-3 (TEOM FDMS),0.7,P ugm-3 (TEOM FDMS),-1.3,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),49.5,N deg,1,N ms-1,3.7,N degC,3.17812,P ugm-3,24.55268,P ugm-3,29.42573,P ugm-3,2.899,P ugm-3 (Ref.eq),128.7,N deg,0.6,N ms-1,4.8,N degC
2020-03-02,02:00:00,62.66498,P ugm-3,No data,P ugm-3,No data,P ugm-3,No data,P ugm-3,8.17074,P ugm-3,-0.059025,P mgm-3,2.3,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),2.3,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),9,N deg,1.7,N ms-1,3.8,N degC,3.97265,P ugm-3,28.11375,P ugm-3,34.20506,P ugm-3,0,P ugm-3 (Ref.eq),12.8,N deg,1.7,N ms-1,4.7,N degC
2020-03-02,03:00:00,58.5738,P ugm-3,1.21924,P ugm-3,29.58064,P ugm-3,31.45011,P ugm-3,8.73574,P ugm-3,-0.059025,P mgm-3,1,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),0.4,P ugm-3 (TEOM FDMS),0.8,P ugm-3 (TEOM FDMS),-0.4,P ugm-3 (TEOM FDMS),5.5,N deg,2,N ms-1,3.7,N degC,2.56694,P ugm-3,27.36405,P ugm-3,31.29998,P ugm-3,3.865,P ugm-3 (Ref.eq),12.3,N deg,2.5,N ms-1,4.4,N degC
2020-03-02,04:00:00,57.57595,P ugm-3,1.2551,P ugm-3,21.94928,P ugm-3,23.87374,P ugm-3,8.80093,P ugm-3,-0.063944,P mgm-3,1.2,P ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS),0.9,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS),343.1,N deg,2.1,N ms-1,2.8,N degC,0.64174,P ugm-3,8.76212,P ugm-3,9.7461,P ugm-3,2.899,P ugm-3 (Ref.eq),16.6,N deg,3,N ms-1,4.5,N degC
2020-03-02,05:00:00,54.08347,P ugm-3,1.18338,P ugm-3,19.66098,P ugm-3,21.47546,P ugm-3,8.93131,P ugm-3,-0.059025,P mgm-3,2.2,P ugm-3 (TEOM FDMS),2.8,P ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),1.7,P ugm-3 (TEOM FDMS),-1.4,P ugm-3 (TEOM FDMS),318.6,N deg,3.2,N ms-1,2.3,N degC,0.85565,P ugm-3,15.18143,P ugm-3,16.4934,P ugm-3,1.932,P ugm-3 (Ref.eq),328.4,N deg,3.4,N ms-1,4.7,N degC
2020-03-02,06:00:00,49.09422,P ugm-3,1.2551,P ugm-3,19.27848,P ugm-3,21.20293,P ugm-3,8.93131,P ugm-3,-0.0787,P mgm-3,2.5,P ugm-3 (TEOM FDMS),2.5,P ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),1.9,P ugm-3 (TEOM FDMS),-2,P ugm-3 (TEOM FDMS),322,N deg,4.3,N ms-1,1.4,N degC,1.86409,P ugm-3,19.86705,P ugm-3,22.72528,P ugm-3,1.932,P ugm-3 (Ref.eq),323,N deg,5.7,N ms-1,3.8,N degC
2020-03-02,07:00:00,33.32819,P ugm-3,2.04401,P ugm-3,30.27822,P ugm-3,33.41233,P ugm-3,9.0617,P ugm-3,0.029512,P mgm-3,3.5,P ugm-3 (TEOM FDMS),4.4,N ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),3.7,P ugm-3 (TEOM FDMS),-2.1,P ugm-3 (TEOM FDMS),305,N deg,3.7,N ms-1,1.5,N degC,14.63769,P ugm-3,45.16943,P ugm-3,67.61357,P ugm-3,9.662,N ugm-3 (Ref.eq),314.6,N deg,5.1,N ms-1,4.1,N degC
2020-03-02,08:00:00,11.87442,P ugm-3,16.92586,P ugm-3,55.47971,P ugm-3,81.43234,P ugm-3,9.51804,P ugm-3,0.231181,P mgm-3,10.1,N ugm-3 (TEOM FDMS),9.8,N ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),6.2,N ugm-3 (TEOM FDMS),7.8,N ugm-3 (TEOM FDMS),-1.6,P ugm-3 (TEOM FDMS),303.3,N deg,4.4,N ms-1,2.1,N degC,23.95814,P ugm-3,69.48782,P ugm-3,106.22312,P ugm-3,13.527,N ugm-3 (Ref.eq),305.8,N deg,5.1,N ms-1,4,N degC
2020-03-02,09:00:00,16.81377,P ugm-3,21.48007,P ugm-3,55.69152,P ugm-3,88.62716,P ugm-3,9.32246,P ugm-3,0.191831,P mgm-3,11.2,N ugm-3 (TEOM FDMS),11.2,N ugm-3 (TEOM FDMS),0,P ugm-3 (TEOM FDMS),6.3,N ugm-3 (TEOM FDMS),6.8,N ugm-3 (TEOM FDMS),-0.5,P ugm-3 (TEOM FDMS),307.7,N deg,6.4,N ms-1,4.4,N degC,36.73174,P ugm-3,66.39531,P ugm-3,122.71652,P ugm-3,13.527,N ugm-3 (Ref.eq),305.6,N deg,6.7,N ms-1,4.9,N degC
2020-03-02,10:00:00,35.72303,P ugm-3,13.66261,P ugm-3,42.44172,P ugm-3,63.39077,P ugm-3,9.0617,P ugm-3,0.054106,P mgm-3,10.3,N ugm-3 (TEOM FDMS),12.1,N ugm-3 (TEOM FDMS),-1.8,P ugm-3 (TEOM FDMS),5.7,N ugm-3 (TEOM FDMS),5.2,N ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),307.3,N deg,6.9,N ms-1,5.8,N degC,15.73781,P ugm-3,38.04728,P ugm-3,62.17824,P ugm-3,14.493,N ugm-3 (Ref.eq),304.4,N deg,7.5,N ms-1,5.8,N degC
2020-03-02,11:00:00,57.47616,P ugm-3,5.95274,P ugm-3,26.13814,P ugm-3,35.26554,P ugm-3,8.54016,P ugm-3,-0.063944,P mgm-3,14.1,N ugm-3 (TEOM FDMS),11.7,N ugm-3 (TEOM FDMS),2.4,P ugm-3 (TEOM FDMS),4.1,P ugm-3 (TEOM FDMS),4.4,N ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS),304.4,N deg,7.6,N ms-1,6.6,N degC,8.95374,P ugm-3,18.41451,P ugm-3,32.14339,P ugm-3,13.527,N ugm-3 (Ref.eq),304.7,N deg,7.7,N ms-1,6.2,N degC
2020-03-02,12:00:00,66.25724,P ugm-3,4.1956,P ugm-3,15.80538,P ugm-3,22.23855,P ugm-3,8.60535,P ugm-3,-0.083619,P mgm-3,10.5,N ugm-3 (TEOM FDMS),10.8,N ugm-3 (TEOM FDMS),-0.3,P ugm-3 (TEOM FDMS),7,N ugm-3 (TEOM FDMS),5.7,N ugm-3 (TEOM FDMS),1.3,P ugm-3 (TEOM FDMS),295,N deg,8.3,N ms-1,7.1,N degC,10.23722,P ugm-3,19.30478,P ugm-3,35.00162,P ugm-3,13.527,N ugm-3 (Ref.eq),295.9,N deg,8,N ms-1,6.7,N degC
2020-03-02,13:00:00,68.70197,P ugm-3,4.23147,P ugm-3,16.29546,P ugm-3,22.78361,P ugm-3,8.40977,P ugm-3,-0.103294,P mgm-3,15.1,N ugm-3 (TEOM FDMS),13,N ugm-3 (TEOM FDMS),2.1,P ugm-3 (TEOM FDMS),5.3,N ugm-3 (TEOM FDMS),5,N ugm-3 (TEOM FDMS),0.3,P ugm-3 (TEOM FDMS),288,N deg,8.9,N ms-1,7.1,N degC,7.60915,P ugm-3,15.13457,P ugm-3,26.80178,P ugm-3,16.425,N ugm-3 (Ref.eq),286.5,N deg,8.7,N ms-1,6.7,N degC
2020-03-02,14:00:00,71.79531,P ugm-3,3.33497,P ugm-3,15.05377,P ugm-3,20.16731,P ugm-3,8.01862,P ugm-3,-0.1574,P mgm-3,12.5,N ugm-3 (TEOM FDMS),10.7,N ugm-3 (TEOM FDMS),1.8,P ugm-3 (TEOM FDMS),1.4,P ugm-3 (TEOM FDMS),2.6,P ugm-3 (TEOM FDMS),-1.2,P ugm-3 (TEOM FDMS),287.8,N deg,9.8,N ms-1,7,N degC,2.71974,P ugm-3,8.29356,P ugm-3,12.46376,P ugm-3,5.797,P ugm-3 (Ref.eq),287.1,N deg,9.6,N ms-1,6.8,N degC
2020-03-02,15:00:00,71.64563,P ugm-3,2.58191,P ugm-3,13.81016,P ugm-3,17.76904,P ugm-3,8.2142,P ugm-3,-0.137725,P mgm-3,11.6,N ugm-3 (TEOM FDMS),13.1,N ugm-3 (TEOM FDMS),-1.5,P ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),4.3,N ugm-3 (TEOM FDMS),-1.4,P ugm-3 (TEOM FDMS),287.4,N deg,9.2,N ms-1,6.8,N degC,10.23722,P ugm-3,19.86705,P ugm-3,35.56389,P ugm-3,12.561,N ugm-3 (Ref.eq),285.5,N deg,9.2,N ms-1,6.7,N degC
2020-03-02,16:00:00,69.8495,P ugm-3,3.11981,P ugm-3,14.56608,P ugm-3,19.34972,P ugm-3,8.73574,P ugm-3,-0.142644,P mgm-3,13.2,N ugm-3 (TEOM FDMS),11.6,N ugm-3 (TEOM FDMS),1.6,P ugm-3 (TEOM FDMS),3.3,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),288,N deg,7.2,N ms-1,5.6,N degC,2.84197,P ugm-3,8.48098,P ugm-3,12.83861,P ugm-3,11.594,N ugm-3 (Ref.eq),285.4,N deg,8.3,N ms-1,6.2,N degC
2020-03-02,17:00:00,69.99918,P ugm-3,2.86879,P ugm-3,15.87758,P ugm-3,20.27633,P ugm-3,8.47497,P ugm-3,-0.127887,P mgm-3,14.5,N ugm-3 (TEOM FDMS),13.4,N ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),1.5,P ugm-3 (TEOM FDMS),3,P ugm-3 (TEOM FDMS),-1.5,P ugm-3 (TEOM FDMS),285.9,N deg,6.3,N ms-1,4.9,N degC,2.87253,P ugm-3,11.33921,P ugm-3,15.7437,P ugm-3,11.594,N ugm-3 (Ref.eq),281.4,N deg,7.5,N ms-1,5.7,N degC
2020-03-02,18:00:00,62.36563,P ugm-3,2.97637,P ugm-3,23.17998,P ugm-3,27.74368,P ugm-3,8.14901,P ugm-3,-0.093456,P mgm-3,12.5,N ugm-3 (TEOM FDMS),13.2,N ugm-3 (TEOM FDMS),-0.7,P ugm-3 (TEOM FDMS),2,P ugm-3 (TEOM FDMS),4.3,N ugm-3 (TEOM FDMS),-2.3,P ugm-3 (TEOM FDMS),282,N deg,5.7,N ms-1,4.2,N degC,1.83353,P ugm-3,13.21346,P ugm-3,16.02484,P ugm-3,13.527,N ugm-3 (Ref.eq),278.8,N deg,7.3,N ms-1,5.6,N degC
2020-03-02,19:00:00,58.47401,P ugm-3,1.82885,P ugm-3,26.24763,P ugm-3,29.05183,P ugm-3,8.47497,P ugm-3,-0.068862,P mgm-3,13,N ugm-3 (TEOM FDMS),13.9,N ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS),3.4,P ugm-3 (TEOM FDMS),4.8,N ugm-3 (TEOM FDMS),-1.4,P ugm-3 (TEOM FDMS),277.1,N deg,5,N ms-1,4.4,N degC,1.86409,P ugm-3,22.63157,P ugm-3,25.4898,P ugm-3,16.425,N ugm-3 (Ref.eq),280.4,N deg,6.7,N ms-1,5.6,N degC
2020-03-02,20:00:00,61.06842,P ugm-3,1.82885,P ugm-3,23.03176,P ugm-3,25.83596,P ugm-3,8.47497,P ugm-3,-0.049187,P mgm-3,16.1,N ugm-3 (TEOM FDMS),15.1,N ugm-3 (TEOM FDMS),1,P ugm-3 (TEOM FDMS),7.2,N ugm-3 (TEOM FDMS),7.3,N ugm-3 (TEOM FDMS),-0.1,P ugm-3 (TEOM FDMS),277.1,N deg,6.1,N ms-1,4.1,N degC,4.98109,P ugm-3,24.27154,P ugm-3,31.90911,P ugm-3,12.561,N ugm-3 (Ref.eq),273.4,N deg,7.3,N ms-1,5.8,N degC
2020-03-02,21:00:00,61.96649,P ugm-3,1.47026,P ugm-3,22.10993,P ugm-3,24.36429,P ugm-3,8.27939,P ugm-3,-0.068862,P mgm-3,14,N ugm-3 (TEOM FDMS),13.5,N ugm-3 (TEOM FDMS),0.5,P ugm-3 (TEOM FDMS),3.5,P ugm-3 (TEOM FDMS),4.1,N ugm-3 (TEOM FDMS),-0.6,P ugm-3 (TEOM FDMS),271.9,N deg,6.1,N ms-1,3.8,N degC,3.54483,P ugm-3,25.72408,P ugm-3,31.15941,P ugm-3,15.459,N ugm-3 (Ref.eq),270.5,N deg,8.1,N ms-1,5.5,N degC
2020-03-02,22:00:00,68.20305,P ugm-3,2.36675,P ugm-3,17.13791,P ugm-3,20.76688,P ugm-3,8.40977,P ugm-3,-0.083619,P mgm-3,13.8,N ugm-3 (TEOM FDMS),14.7,N ugm-3 (TEOM FDMS),-0.9,P ugm-3 (TEOM FDMS),3.1,P ugm-3 (TEOM FDMS),5.4,N ugm-3 (TEOM FDMS),-2.3,P ugm-3 (TEOM FDMS),270.2,N deg,6.7,N ms-1,4.1,N degC,1.86409,P ugm-3,19.72648,P ugm-3,22.58471,P ugm-3,16.425,N ugm-3 (Ref.eq),269.2,N deg,8.1,N ms-1,5.5,N degC
2020-03-02,23:00:00,55.231,P ugm-3,13.44745,P ugm-3,36.23088,P ugm-3,56.85002,P ugm-3,8.54016,P ugm-3,0.009837,P mgm-3,10.8,N ugm-3 (TEOM FDMS),11.8,N ugm-3 (TEOM FDMS),-1,P ugm-3 (TEOM FDMS),5.5,N ugm-3 (TEOM FDMS),5.7,N ugm-3 (TEOM FDMS),-0.2,P ugm-3 (TEOM FDMS),277.2,N deg,5.5,N ms-1,3.7,N degC,2.16968,P ugm-3,22.20986,P ugm-3,25.53666,P ugm-3,10.628,N ugm-3 (Ref.eq),275.6,N deg,7.2,N ms-1,5.5,N degC
2020-03-02,24:00:00,53.73422,P ugm-3,2.22331,P ugm-3,19.97415,P ugm-3,23.38318,P ugm-3,8.67054,P ugm-3,-0.059025,P mgm-3,14.7,N ugm-3 (TEOM FDMS),11.8,N ugm-3 (TEOM FDMS),2.9,P ugm-3 (TEOM FDMS),5.6,N ugm-3 (TEOM FDMS),5.4,N ugm-3 (TEOM FDMS),0.2,P ugm-3 (TEOM FDMS),273.4,N deg,5.5,N ms-1,3.5,N degC,1.22235,P ugm-3,27.92633,P ugm-3,29.80058,P ugm-3,16.425,N ugm-3 (Ref.eq),271.1,N deg,7.5,N ms-1,5.5,N degC
2020-03-03,01:00:00,64.79373,P ugm-3,1.4344,P ugm-3,10.88213,P ugm-3,13.0815,P ugm-3,8.60535,P ugm-3,-0.111492,P mgm-3,13.7,N ugm-3 (TEOM FDMS),12.6,N ugm-3 (TEOM FDMS),1.1,P ugm-3 (TEOM FDMS),8.9,N ugm-3 (TEOM FDMS),4.7,N ugm-3 (TEOM FDMS),4.2,P ugm-3 (TEOM FDMS),268.5,N deg,4.7,N ms-1,2.9,N degC,0.8149,P ugm-3,13.7445,P ugm-3,14.994,P ugm-3,12.561,N ugm-3 (Ref.eq),263.5,N deg,6.7,N ms-1,4.7,N degC
